"項目","2001_平成13年度","2002_平成14年度","2003_平成15年度","2004_平成16年度","2005_平成17年度","2006_平成18年度","2007_平成19年度","2008_平成20年度","2009_平成21年度","2010_平成22年度","2011_平成23年度","2012_平成24年度","2012_平成25年度"
"","","","","","","","","","","","","",""
"1.民間最終消費支出","－","-2.9675115176989806","-0.8480200339856339","6.425872949797579","2.0270512554298534","1.3424907996922002","1.329479311774989","0.19959674606195676","-7.282561009063997","-2.1914092287100146","0.9538487763820882","-1.3561751122495167","4.930827978045855"
"1.民間最終消費支出","","","","","","","","","","","","",""
"1.民間最終消費支出_(1)家計最終消費支出","－","-2.850568471306289","-0.9596468163938141","6.696952579075273","1.3165445765788348","1.2989163812851814","1.5603287501649135","0.31665288593553953","-7.458939343852663","-2.387056297999763","0.6615406773682935","-1.6858211657073952","5.014066693358444"
"","","","","","","","","","","","","",""
"1.民間最終消費支出_(1)家計最終消費支出_a．食料・非アルコール飲料","－","-1.8632854091787863","-1.270812834565433","-0.42140342148888976","-2.287872880046976","0.24080709271325418","0.8506990011817948","0.965718577444278","-8.892087067801313","-2.186523807589708","0.23808419953668647","-2.336700977453532","2.1340557895629644"
"1.民間最終消費支出_(1)家計最終消費支出_b．アルコール飲料・たばこ","－","-7.201727337544682","-1.8141337189431397","6.925504519126349","3.936544707052363","-4.495657423838409","2.196291775245072","0.5190476492142437","-18.54806239164246","0.7365846538751555","4.422340492736339","-9.74523447975794","0.9087966719291529"
"1.民間最終消費支出_(1)家計最終消費支出_c．被服・履物","－","-10.04869681700471","-1.903740419759842","-0.2780714707476051","-4.013258347201116","4.578271824745968","0.667652792700153","1.4499129220274511","-6.7805058983391575","-7.656881227350681","3.0368254490276314","-0.9871951142103086","6.896948533641492"
"1.民間最終消費支出_(1)家計最終消費支出_d．住居・電気・ガス・水道","－","-0.6147310620403204","-0.4082974536498938","3.202540866262808","2.2877643193471613","2.0960527396306503","2.0998256150104595","2.28078960130172","-0.5326288845724889","0.7015561314350833","0.4712313353337265","0.46243900672013183","2.0307531477690333"
"1.民間最終消費支出_(1)家計最終消費支出_e．家具・家庭用機器・家事サービス","－","-10.04842321637004","5.805379828248775","10.528796913465825","0.4509512849624855","-2.8747282881598295","6.878012440378711","-0.7979819500005902","-18.9280544481299","-4.80320168981801","6.873579839028835","-10.682274978410973","18.216089055861005"
"1.民間最終消費支出_(1)家計最終消費支出_f．保健・医療","－","-3.698332732904447","1.6195829832214486","-3.7507428743327296","-1.5551965515750652","-5.1871440594105","1.392650003940048","-0.8309710376326649","0.669457985160065","-0.4076761017556265","1.2397841626487605","-3.0025141588524207","4.279004205486331"
"1.民間最終消費支出_(1)家計最終消費支出_g．交通","－","-3.569013209678573","-0.5062802261236072","8.514050591371273","6.5470033224410855","-2.4924216968864528","4.909584122315906","-3.0236816422666664","-5.9354588338686085","-4.706601929497751","0.5333662934615262","1.1805692016729097","6.449036474394717"
"1.民間最終消費支出_(1)家計最終消費支出_h．通信","－","-5.6922971579001995","-3.2453912725107443","37.87043678872138","0.48491044981244613","0.8671302006546568","3.537140216764172","0.3192354901594143","3.744025793849673","0.05692112725752452","0.8840204328614902","-0.6987301529941305","7.411594291871879"
"1.民間最終消費支出_(1)家計最終消費支出_i．娯楽・レジャー・文化","－","-8.544985616734053","-3.8459731642333708","18.413206675171722","-0.6839213951105734","0.42030703464996577","1.5255970010351376","-0.15509974707639174","-7.8607747454006045","-3.0475792174203207","-1.100771632329085","-4.201968288339131","5.091512857141595"
"1.民間最終消費支出_(1)家計最終消費支出_j．教育","－","3.6151929923979935","10.754551625281962","17.45087396247871","-6.454608406787926","3.779631232984727","-3.359491221260953","-3.8964680760131216","-32.25076230414612","-20.19539282019396","1.3380569889768594","-2.9072703108166564","-1.353656555420713"
"1.民間最終消費支出_(1)家計最終消費支出_k．外食・宿泊","－","-6.438683595690193","-1.4564263713135404","7.752228981460803","-1.8231029252763022","1.7360822128199516","3.6383952569417772","0.8755031872685919","-10.71073478805171","-3.1840060447073455","-0.8315694659329864","-2.850684616921285","10.307646436456182"
"1.民間最終消費支出_(1)家計最終消費支出_l．その他","－","4.422571666266364","-3.033888772427048","7.028225876406452","5.801764743650594","7.109205469235306","-2.8251357988792023","-0.007664234450970753","-10.668719821444029","-3.188901229130991","0.2734762545990179","-0.6701145776265207","7.164648591650447"
"","","","","","","","","","","","","",""
"1.民間最終消費支出_(1)家計最終消費支出_（再掲）","","","","","","","","","","","","",""
"1.民間最終消費支出_(1)家計最終消費支出_家計最終消費支出(除く持ち家の帰属家賃)","－","-3.5476899291112574","-1.2842500340864262","7.5689415575334635","1.060041657956475","1.050823341784394","1.3687696772473714","-0.12541346647265073","-9.289450591109997","-3.132734827688381","0.6411277647959679","-2.2859566069559634","6.117075135413046"
"1.民間最終消費支出_(1)家計最終消費支出_持ち家の帰属家賃","－","0.6096751179043451","0.5849812771661078","2.624693366058281","2.572145865285421","2.4954476520689326","2.47118004422326","2.396036662183505","0.9393617341609541","0.6873971394707183","0.7425104987846822","0.6922793460169032","0.7725558606852729"
"","","","","","","","","","","","","",""
"1.民間最終消費支出_(2)対家計民間非営利団体最終消費支出","－","-8.312266372809574","4.557666022529091","-6.008835196538044","39.02450721787923","2.996067338208917","-7.286520523169159","-4.586178245005598","0.29911212918614183","5.568033823446143","11.673311759131778","9.54050592379123","2.4613046083690193"
"","","","","","","","","","","","","",""
"2.政府最終消費支出_(2)対家計民間非営利団体最終消費支出","－","0.5337033956015063","-1.0447054468036612","1.267409787478499","-0.3980090403126013","-1.181905203686199","1.4418527247282782","0.8543724070975571","-0.7442825053287265","0.7528639426030566","2.1260676378088874","-0.6636061478681512","-0.5154476635782004"
"","","","","","","","","","","","","",""
"2.政府最終消費支出_(1)国出先機関","－","4.882296589059692","2.898050782237931","-5.539991569961174","-3.2081270695479986","0.6945209080263339","0.9220536560238486","-0.590569295683423","-2.0872470272724115","-5.698284761063519","-1.361188544084726","-4.615836123366378","10.509480790142618"
"2.政府最終消費支出_(2)和歌山県","－","-1.0195883790479598","-5.7148849009217315","2.131295426495754","-1.9958171842841352","-2.047930222400325","0.26753672008945273","-1.4730977239899516","-4.563976863442193","-0.1346261927166097","0.3065762106106149","-1.5036221114590518","-4.402156626997893"
"2.政府最終消費支出_(3)県内市町村","－","0.1261672910080307","-1.673052222903351","0.06057846444025472","-2.2890083464504443","-3.952316599302577","-0.7251097282743189","-0.4799729246995099","-0.5035382370580663","-1.7733203057671716","2.614031890163375","-3.502076568992635","-2.8629458725471295"
"2.政府最終消費支出_(4)社会保障基金","－","1.0886386726842971","2.1990229929456575","3.0900136810492143","2.637209972568428","0.760459532888305","3.6390390757578643","3.442841491959925","1.785059624338487","3.842503592696872","3.505109787872371","1.8666770933032524","0.9820667580160176"
"","","","","","","","","","","","","",""
"2.政府最終消費支出_（再掲）","","","","","","","","","","","","",""
"2.政府最終消費支出_家計現実最終消費","－","-2.323546128526715","-0.6675524518121563","5.874637991370264","1.9584559480348531","1.2089626397797701","1.586268368868616","0.5600346133756346","-5.988627195081079","-1.1210022052041069","1.2445079836712836","-1.1775265405778583","3.766371016259299"
"2.政府最終消費支出_政府現実最終消費","－","0.2752031655293763","-2.644292409836453","-1.631077223410955","-3.3314411223897764","-3.857259910881524","-0.7008995617094627","-1.4045375086715666","-1.8302454542323403","-3.81991612065039","1.6076710970989154","-1.018111459761343","-0.025064410086969247"
"","","","","","","","","","","","","",""
"3.総資本形成","－","-0.2156479420368953","-2.7550391181150786","-2.2884915357792295","-3.2233699337671595","5.272973418194482","8.999051869557917","-6.381688552623913","-10.532466459937154","-1.0656953714809987","13.28224774356039","16.369866251262238","-1.5482004856211802"
